gene_id	tissue	expression
ENSG00000182333.14	Stomach	6.85e+04
ENSG00000182333.14	Stomach	6.128e+04
ENSG00000182333.14	Stomach	5403
ENSG00000182333.14	Stomach	17.83
ENSG00000182333.14	Stomach	19.13
ENSG00000182333.14	Stomach	7.705e+04
ENSG00000182333.14	Stomach	0.08032
ENSG00000182333.14	Stomach	0
ENSG00000182333.14	Stomach	1161
ENSG00000182333.14	Stomach	4.326e+04
ENSG00000182333.14	Stomach	3.258e+04
ENSG00000182333.14	Stomach	46.8
ENSG00000182333.14	Stomach	1.798e+04
ENSG00000182333.14	Stomach	1.126e+05
ENSG00000182333.14	Stomach	6.641
ENSG00000182333.14	Stomach	5.38e+04
ENSG00000182333.14	Stomach	0.9667
ENSG00000182333.14	Stomach	2.671e+04
ENSG00000182333.14	Stomach	7.069
ENSG00000182333.14	Stomach	4.167e+04
ENSG00000182333.14	Stomach	2.699e+04
ENSG00000182333.14	Stomach	2.091e+04
ENSG00000182333.14	Stomach	3.143e+04
ENSG00000182333.14	Stomach	0.3497
ENSG00000182333.14	Stomach	6.521e+04
ENSG00000182333.14	Stomach	9.372e+04
ENSG00000182333.14	Stomach	8231
ENSG00000182333.14	Stomach	25.99
ENSG00000182333.14	Stomach	1.653e+04
ENSG00000182333.14	Stomach	2.301e+04
ENSG00000182333.14	Stomach	2.436e+04
ENSG00000182333.14	Stomach	9.099e+04
ENSG00000182333.14	Stomach	2.442e+04
ENSG00000182333.14	Stomach	3.828e+04
ENSG00000182333.14	Stomach	4.809e+04
ENSG00000182333.14	Stomach	43.07
ENSG00000182333.14	Stomach	4.359e+04
ENSG00000182333.14	Stomach	233.4
ENSG00000182333.14	Stomach	9.654
ENSG00000182333.14	Stomach	17.22
ENSG00000182333.14	Stomach	1.032e+05
ENSG00000182333.14	Stomach	6.494e+04
ENSG00000182333.14	Stomach	1.09e+04
ENSG00000182333.14	Stomach	8.14e+04
ENSG00000182333.14	Stomach	6.734e+04
ENSG00000182333.14	Stomach	208.1
ENSG00000182333.14	Stomach	8501
ENSG00000182333.14	Stomach	1.135e+04
ENSG00000182333.14	Stomach	2.215e+04
ENSG00000182333.14	Stomach	0.4924
ENSG00000182333.14	Stomach	2.598e+04
ENSG00000182333.14	Stomach	3.864e+04
ENSG00000182333.14	Stomach	3.153e+04
ENSG00000182333.14	Stomach	5.635e+04
ENSG00000182333.14	Stomach	1487
ENSG00000182333.14	Stomach	8.511e+04
ENSG00000182333.14	Stomach	5623
ENSG00000182333.14	Stomach	1102
ENSG00000182333.14	Stomach	7.271
ENSG00000182333.14	Stomach	6.8e+04
ENSG00000182333.14	Stomach	6.474e+04
ENSG00000182333.14	Stomach	8.211e+04
ENSG00000182333.14	Stomach	1826
ENSG00000182333.14	Stomach	6.187e+04
ENSG00000182333.14	Stomach	7.195e+04
ENSG00000182333.14	Stomach	12.01
ENSG00000182333.14	Stomach	8.141e+04
ENSG00000182333.14	Stomach	2.258e+04
ENSG00000182333.14	Stomach	6.856e+04
ENSG00000182333.14	Stomach	2.742e+04
ENSG00000182333.14	Stomach	168.6
ENSG00000182333.14	Stomach	6.517e+04
ENSG00000182333.14	Stomach	8.856e+04
ENSG00000182333.14	Stomach	1.201e+04
ENSG00000182333.14	Stomach	1.854e+04
ENSG00000182333.14	Stomach	15.7
ENSG00000182333.14	Stomach	5.838e+04
ENSG00000182333.14	Stomach	63.05
ENSG00000182333.14	Stomach	1.621e+05
ENSG00000182333.14	Stomach	1.97e+04
ENSG00000182333.14	Stomach	1.967e+04
ENSG00000182333.14	Stomach	1.172
ENSG00000182333.14	Stomach	3864
ENSG00000182333.14	Stomach	63.42
ENSG00000182333.14	Stomach	8.224e+04
ENSG00000182333.14	Stomach	4.743
ENSG00000182333.14	Stomach	38.27
ENSG00000182333.14	Stomach	6.424e+04
ENSG00000182333.14	Stomach	3.738e+04
ENSG00000182333.14	Stomach	1.578e+04
ENSG00000182333.14	Stomach	11.32
ENSG00000182333.14	Stomach	1.012e+05
ENSG00000182333.14	Stomach	4.56e+04
ENSG00000182333.14	Stomach	2.756e+04
ENSG00000182333.14	Stomach	1.71e+04
ENSG00000182333.14	Stomach	5.736e+04
ENSG00000182333.14	Stomach	6.616e+04
ENSG00000182333.14	Stomach	1.138e+04
ENSG00000182333.14	Stomach	20.81
ENSG00000182333.14	Stomach	4.083e+04
ENSG00000182333.14	Stomach	8.396e+04
ENSG00000182333.14	Stomach	2.4e+04
ENSG00000182333.14	Stomach	1.128e+05
ENSG00000182333.14	Stomach	3.716e+04
ENSG00000182333.14	Stomach	570.5
ENSG00000182333.14	Stomach	2.238e+04
ENSG00000182333.14	Stomach	2.399e+04
ENSG00000182333.14	Stomach	2.795e+04
ENSG00000182333.14	Stomach	2.402e+04
ENSG00000182333.14	Stomach	4.973e+04
ENSG00000182333.14	Stomach	5.745e+04
ENSG00000182333.14	Stomach	4.264e+04
ENSG00000182333.14	Stomach	4.879e+04
ENSG00000182333.14	Stomach	2.696e+04
ENSG00000182333.14	Stomach	6.301e+04
ENSG00000182333.14	Stomach	113.8
ENSG00000182333.14	Stomach	6.648e+04
ENSG00000182333.14	Stomach	2.393e+04
ENSG00000182333.14	Stomach	1.157e+05
ENSG00000182333.14	Stomach	4.589
ENSG00000182333.14	Stomach	3.1e+04
ENSG00000182333.14	Stomach	4.572
ENSG00000182333.14	Stomach	16.06
ENSG00000182333.14	Stomach	1.087e+04
ENSG00000182333.14	Stomach	643.4
ENSG00000182333.14	Stomach	78.07
ENSG00000182333.14	Stomach	1.503e+04
ENSG00000182333.14	Stomach	2.616e+04
ENSG00000182333.14	Stomach	1.68e+04
ENSG00000182333.14	Stomach	9.068e+04
ENSG00000182333.14	Stomach	2.526e+04
ENSG00000182333.14	Stomach	2.392e+04
ENSG00000182333.14	Stomach	2.471e+04
ENSG00000182333.14	Stomach	12.51
ENSG00000182333.14	Stomach	4.767e+04
ENSG00000182333.14	Stomach	4.009e+04
ENSG00000182333.14	Stomach	2.576
ENSG00000182333.14	Stomach	9.629e+04
ENSG00000182333.14	Stomach	5.177e+04
ENSG00000182333.14	Stomach	4.084e+04
ENSG00000182333.14	Stomach	25.72
ENSG00000182333.14	Stomach	4.166e+04
ENSG00000182333.14	Stomach	1.086e+05
ENSG00000182333.14	Stomach	1.997e+04
ENSG00000182333.14	Stomach	1.171e+04
ENSG00000182333.14	Stomach	8.282
ENSG00000182333.14	Stomach	7.394e+04
ENSG00000182333.14	Stomach	5.852e+04
ENSG00000182333.14	Stomach	0
ENSG00000182333.14	Stomach	7906
ENSG00000182333.14	Stomach	1506
ENSG00000182333.14	Stomach	1.17
ENSG00000182333.14	Stomach	3.25e+04
ENSG00000182333.14	Stomach	5.953e+04
ENSG00000182333.14	Stomach	2.139e+04
ENSG00000182333.14	Stomach	4.949e+04
ENSG00000182333.14	Stomach	6.07e+04
ENSG00000182333.14	Stomach	4.557e+04
ENSG00000182333.14	Stomach	0.5476
ENSG00000182333.14	Stomach	4.241e+04
ENSG00000182333.14	Stomach	612.6
ENSG00000182333.14	Stomach	5.307e+04
ENSG00000182333.14	Stomach	8.079e+04
ENSG00000182333.14	Stomach	9.201e+04
ENSG00000182333.14	Stomach	1.054e+05
ENSG00000182333.14	Stomach	2.262e+04
ENSG00000182333.14	Stomach	4.007e+04
ENSG00000182333.14	Stomach	9.588e+04
ENSG00000182333.14	Stomach	1.192e+04
ENSG00000182333.14	Stomach	8011
ENSG00000182333.14	Stomach	1.162e+05
ENSG00000182333.14	Stomach	3.205e+04
ENSG00000182333.14	Stomach	4.459
ENSG00000182333.14	Stomach	7.687
ENSG00000182333.14	Stomach	2.311e+04
ENSG00000182333.14	Stomach	1337
ENSG00000182333.14	Stomach	5.582e+04
ENSG00000182333.14	Stomach	71.92
ENSG00000182333.14	Stomach	1.259e+04
ENSG00000182333.14	Stomach	5.886e+04
ENSG00000182333.14	Stomach	9.222e+04
ENSG00000182333.14	Stomach	2.717e+04
ENSG00000182333.14	Stomach	1.794e+04
ENSG00000182333.14	Stomach	23.68
ENSG00000182333.14	Stomach	2.189e+04
ENSG00000182333.14	Stomach	236.6
ENSG00000182333.14	Stomach	1.496e+04
ENSG00000182333.14	Stomach	5.951e+04
ENSG00000182333.14	Stomach	3.127e+04
ENSG00000182333.14	Stomach	14.09
ENSG00000182333.14	Stomach	157.6
ENSG00000182333.14	Stomach	3.8
ENSG00000182333.14	Stomach	100.7
ENSG00000182333.14	Stomach	7033
ENSG00000182333.14	Stomach	8.686e+04
ENSG00000182333.14	Stomach	4.605e+04
ENSG00000182333.14	Stomach	11.72
ENSG00000182333.14	Stomach	1.884e+04
ENSG00000182333.14	Stomach	4.935e+04
ENSG00000182333.14	Stomach	4.438
ENSG00000182333.14	Stomach	7.055e+04
ENSG00000182333.14	Stomach	28.43
ENSG00000182333.14	Stomach	3.261e+04
ENSG00000182333.14	Stomach	9.692e+04
ENSG00000182333.14	Stomach	1.223e+05
ENSG00000182333.14	Stomach	6.03e+04
ENSG00000182333.14	Stomach	3.808e+04
ENSG00000182333.14	Stomach	1.726e+05
ENSG00000182333.14	Stomach	16.85
ENSG00000182333.14	Stomach	7.799
ENSG00000182333.14	Stomach	23.51
ENSG00000182333.14	Stomach	6.909e+04
ENSG00000182333.14	Stomach	3.05e+04
ENSG00000182333.14	Stomach	8.068e+04
ENSG00000182333.14	Stomach	5.909e+04
ENSG00000182333.14	Stomach	5.742e+04
ENSG00000182333.14	Stomach	7.454e+04
ENSG00000182333.14	Stomach	10.79
ENSG00000182333.14	Stomach	5059
ENSG00000182333.14	Stomach	9.733e+04
ENSG00000182333.14	Stomach	4.877e+04
ENSG00000182333.14	Stomach	2.977e+04
ENSG00000182333.14	Stomach	9.3
ENSG00000182333.14	Stomach	78.52
ENSG00000182333.14	Stomach	3.456e+04
ENSG00000182333.14	Stomach	5.7e+04
ENSG00000182333.14	Stomach	82.91
ENSG00000182333.14	Stomach	1.256e+04
ENSG00000182333.14	Stomach	7.478e+04
ENSG00000182333.14	Stomach	9.971e+04
ENSG00000182333.14	Stomach	5.921e+04
ENSG00000182333.14	Stomach	1.295e+05
ENSG00000182333.14	Stomach	5.011e+04
ENSG00000182333.14	Stomach	2.966e+04
ENSG00000182333.14	Stomach	9.764e+04
ENSG00000182333.14	Stomach	2.658e+04
ENSG00000182333.14	Stomach	7207
ENSG00000182333.14	Stomach	3.498e+04
ENSG00000182333.14	Stomach	2.623e+04
ENSG00000182333.14	Stomach	8.086e+04
ENSG00000182333.14	Stomach	1.641e+05
ENSG00000182333.14	Stomach	6.929e+04
ENSG00000182333.14	Stomach	9.35e+04
ENSG00000182333.14	Stomach	1.148e+05
ENSG00000182333.14	Stomach	2.815e+04
ENSG00000182333.14	Stomach	1.777e+05
ENSG00000182333.14	Stomach	30.3
ENSG00000182333.14	Stomach	36.15
ENSG00000182333.14	Stomach	18.02
ENSG00000182333.14	Stomach	8.604e+04
ENSG00000182333.14	Stomach	2323
ENSG00000182333.14	Stomach	0
ENSG00000182333.14	Stomach	2.222
ENSG00000182333.14	Stomach	2.195e+04
ENSG00000182333.14	Stomach	2.881e+04
ENSG00000182333.14	Stomach	4.224e+04
ENSG00000182333.14	Stomach	6.051
ENSG00000182333.14	Stomach	2.038e+04
ENSG00000182333.14	Stomach	1.9e+04
ENSG00000182333.14	Stomach	3.266
ENSG00000182333.14	Stomach	3.991
ENSG00000182333.14	Stomach	2.99e+04
ENSG00000182333.14	Stomach	5.925e+04
ENSG00000182333.14	Stomach	4.261e+04
ENSG00000182333.14	Stomach	5.366e+04
ENSG00000182333.14	Stomach	1405
ENSG00000182333.14	Stomach	6.701e+04
ENSG00000182333.14	Stomach	6.332e+04
ENSG00000182333.14	Stomach	2.158e+04
ENSG00000182333.14	Stomach	32.84
ENSG00000182333.14	Stomach	21.94
ENSG00000182333.14	Stomach	5.15e+04
ENSG00000182333.14	Stomach	6.671e+04
ENSG00000182333.14	Stomach	4.393e+04
ENSG00000182333.14	Stomach	5.384
ENSG00000182333.14	Stomach	4.949e+04
ENSG00000182333.14	Stomach	98.23
ENSG00000182333.14	Stomach	1.726e+04
ENSG00000182333.14	Stomach	9.059e+04
ENSG00000182333.14	Stomach	1.401e+04
ENSG00000182333.14	Stomach	9.432e+04
ENSG00000182333.14	Stomach	7.956e+04
ENSG00000182333.14	Stomach	6.044e+04
ENSG00000182333.14	Stomach	1.664e+04
ENSG00000182333.14	Stomach	2.647
ENSG00000182333.14	Stomach	3.763e+04
ENSG00000182333.14	Stomach	27.29
ENSG00000182333.14	Stomach	3730
ENSG00000182333.14	Stomach	3.141e+04
ENSG00000182333.14	Stomach	5.888e+04
ENSG00000182333.14	Stomach	8.139e+04
ENSG00000182333.14	Stomach	2.75e+04
ENSG00000182333.14	Stomach	5.841e+04
ENSG00000182333.14	Stomach	2.302e+04
ENSG00000182333.14	Stomach	1.115e+05
ENSG00000182333.14	Stomach	1.662e+04
ENSG00000182333.14	Stomach	6.222e+04
ENSG00000182333.14	Stomach	17.13
ENSG00000182333.14	Stomach	5.237e+04
ENSG00000182333.14	Stomach	2.287e+04
ENSG00000182333.14	Stomach	1.319e+05
ENSG00000182333.14	Stomach	7.045
ENSG00000182333.14	Stomach	2.1e+04
ENSG00000182333.14	Stomach	3.863e+04
ENSG00000182333.14	Stomach	1.034e+04
ENSG00000182333.14	Stomach	7.843e+04
ENSG00000182333.14	Stomach	0.9169
ENSG00000182333.14	Stomach	1.375e+04
ENSG00000182333.14	Stomach	3.447e+04
ENSG00000182333.14	Stomach	5.954e+04
ENSG00000182333.14	Stomach	5.097e+04
ENSG00000182333.14	Stomach	4.66e+04
ENSG00000182333.14	Stomach	7.041e+04
ENSG00000182333.14	Stomach	1.601e+04
ENSG00000182333.14	Stomach	3.912e+04
ENSG00000182333.14	Stomach	1.561
ENSG00000182333.14	Stomach	4.538e+04
ENSG00000182333.14	Stomach	7.972e+04
ENSG00000182333.14	Stomach	8.374e+04
ENSG00000182333.14	Stomach	4.532e+04
ENSG00000182333.14	Stomach	3.744e+04
ENSG00000182333.14	Stomach	7.132e+04
ENSG00000182333.14	Stomach	1.606
ENSG00000182333.14	Stomach	1.058e+05
ENSG00000182333.14	Stomach	6.523e+04
ENSG00000182333.14	Stomach	6.129e+04
ENSG00000182333.14	Stomach	1.002e+05
ENSG00000182333.14	Stomach	6.05e+04
ENSG00000182333.14	Stomach	1.438e+04
ENSG00000182333.14	Stomach	3.633e+04
ENSG00000182333.14	Stomach	5.384e+04
ENSG00000182333.14	Stomach	6.648
ENSG00000182333.14	Stomach	1.077e+05
ENSG00000182333.14	Stomach	5.281e+04
ENSG00000182333.14	Stomach	6.561e+04
ENSG00000182333.14	Stomach	6.934
ENSG00000182333.14	Stomach	10.38
ENSG00000182333.14	Stomach	9.43e+04
ENSG00000182333.14	Stomach	2.038e+04
ENSG00000182333.14	Stomach	7.355e+04
ENSG00000182333.14	Stomach	3.105e+04
ENSG00000182333.14	Stomach	7.604e+04
ENSG00000182333.14	Stomach	1.803e+04
ENSG00000182333.14	Stomach	2.858e+04
ENSG00000182333.14	Stomach	4.311e+04
ENSG00000182333.14	Stomach	285.4
ENSG00000182333.14	Stomach	4103
ENSG00000182333.14	Stomach	6.198e+04
ENSG00000182333.14	Stomach	4.126e+04
ENSG00000175535.6	Pancreas	1.358e+04
ENSG00000175535.6	Pancreas	5.883e+04
ENSG00000175535.6	Pancreas	2.33e+04
ENSG00000175535.6	Pancreas	1.013e+04
ENSG00000175535.6	Pancreas	3.226e+04
ENSG00000175535.6	Pancreas	4.087e+04
ENSG00000175535.6	Pancreas	2.203e+04
ENSG00000175535.6	Pancreas	1.104e+05
ENSG00000175535.6	Pancreas	5.576e+04
ENSG00000175535.6	Pancreas	1.205e+04
ENSG00000175535.6	Pancreas	8.632e+04
ENSG00000175535.6	Pancreas	9.465e+04
ENSG00000175535.6	Pancreas	2.894e+04
ENSG00000175535.6	Pancreas	6007
ENSG00000175535.6	Pancreas	2.651e+04
ENSG00000175535.6	Pancreas	2.053e+04
ENSG00000175535.6	Pancreas	2.562e+04
ENSG00000175535.6	Pancreas	4.861e+04
ENSG00000175535.6	Pancreas	8.177e+04
ENSG00000175535.6	Pancreas	1.105e+05
ENSG00000175535.6	Pancreas	5.666e+04
ENSG00000175535.6	Pancreas	1.7e+04
ENSG00000175535.6	Pancreas	2.401e+04
ENSG00000175535.6	Pancreas	1.041e+04
ENSG00000175535.6	Pancreas	5.115e+04
ENSG00000175535.6	Pancreas	3.454e+04
ENSG00000175535.6	Pancreas	1.797e+04
ENSG00000175535.6	Pancreas	8130
ENSG00000175535.6	Pancreas	1512
ENSG00000175535.6	Pancreas	8.66e+04
ENSG00000175535.6	Pancreas	1.499e+04
ENSG00000175535.6	Pancreas	3.519e+04
ENSG00000175535.6	Pancreas	5102
ENSG00000175535.6	Pancreas	6404
ENSG00000175535.6	Pancreas	1.823e+04
ENSG00000175535.6	Pancreas	1.065e+04
ENSG00000175535.6	Pancreas	1.178e+05
ENSG00000175535.6	Pancreas	2.281e+04
ENSG00000175535.6	Pancreas	3.048e+04
ENSG00000175535.6	Pancreas	1235
ENSG00000175535.6	Pancreas	3.576e+04
ENSG00000175535.6	Pancreas	4.117e+04
ENSG00000175535.6	Pancreas	3.123e+04
ENSG00000175535.6	Pancreas	2.942e+04
ENSG00000175535.6	Pancreas	7.051e+04
ENSG00000175535.6	Pancreas	9.998e+04
ENSG00000175535.6	Pancreas	4.809e+04
ENSG00000175535.6	Pancreas	9722
ENSG00000175535.6	Pancreas	1.027e+04
ENSG00000175535.6	Pancreas	7965
ENSG00000175535.6	Pancreas	1.12e+04
ENSG00000175535.6	Pancreas	332.8
ENSG00000175535.6	Pancreas	1.455e+04
ENSG00000175535.6	Pancreas	4330
ENSG00000175535.6	Pancreas	6.531e+04
ENSG00000175535.6	Pancreas	1.373e+04
ENSG00000175535.6	Pancreas	4.444e+04
ENSG00000175535.6	Pancreas	6.078e+04
ENSG00000175535.6	Pancreas	6.453e+04
ENSG00000175535.6	Pancreas	7.483e+04
ENSG00000175535.6	Pancreas	4066
ENSG00000175535.6	Pancreas	6.28e+04
ENSG00000175535.6	Pancreas	1.231e+04
ENSG00000175535.6	Pancreas	4.265e+04
ENSG00000175535.6	Pancreas	6.332e+04
ENSG00000175535.6	Pancreas	1.724e+04
ENSG00000175535.6	Pancreas	3.225e+04
ENSG00000175535.6	Pancreas	2.086e+04
ENSG00000175535.6	Pancreas	8075
ENSG00000175535.6	Pancreas	1.637e+04
ENSG00000175535.6	Pancreas	3.292e+04
ENSG00000175535.6	Pancreas	6.617e+04
ENSG00000175535.6	Pancreas	1.204e+04
ENSG00000175535.6	Pancreas	6.479e+04
ENSG00000175535.6	Pancreas	9.939e+04
ENSG00000175535.6	Pancreas	4.9e+04
ENSG00000175535.6	Pancreas	8138
ENSG00000175535.6	Pancreas	5.368e+04
ENSG00000175535.6	Pancreas	3.551e+04
ENSG00000175535.6	Pancreas	3.708e+04
ENSG00000175535.6	Pancreas	4.648e+04
ENSG00000175535.6	Pancreas	2466
ENSG00000175535.6	Pancreas	8.33e+04
ENSG00000175535.6	Pancreas	1.12e+05
ENSG00000175535.6	Pancreas	1.005e+05
ENSG00000175535.6	Pancreas	7025
ENSG00000175535.6	Pancreas	2.052e+04
ENSG00000175535.6	Pancreas	3.807e+04
ENSG00000175535.6	Pancreas	6.08e+04
ENSG00000175535.6	Pancreas	4.295e+04
ENSG00000175535.6	Pancreas	2.077e+04
ENSG00000175535.6	Pancreas	9.687e+04
ENSG00000175535.6	Pancreas	4137
ENSG00000175535.6	Pancreas	1.41e+04
ENSG00000175535.6	Pancreas	2.968e+04
ENSG00000175535.6	Pancreas	2.259e+04
ENSG00000175535.6	Pancreas	7.715e+04
ENSG00000175535.6	Pancreas	7.038e+04
ENSG00000175535.6	Pancreas	3.468e+04
ENSG00000175535.6	Pancreas	5.191e+04
ENSG00000175535.6	Pancreas	2.856e+04
ENSG00000175535.6	Pancreas	8.045e+04
ENSG00000175535.6	Pancreas	6.337e+04
ENSG00000175535.6	Pancreas	7.144e+04
ENSG00000175535.6	Pancreas	2.391e+04
ENSG00000175535.6	Pancreas	1408
ENSG00000175535.6	Pancreas	7.632e+04
ENSG00000175535.6	Pancreas	1.014e+05
ENSG00000175535.6	Pancreas	5664
ENSG00000175535.6	Pancreas	329
ENSG00000175535.6	Pancreas	6.932e+04
ENSG00000175535.6	Pancreas	8.224e+04
ENSG00000175535.6	Pancreas	2391
ENSG00000175535.6	Pancreas	5.485e+04
ENSG00000175535.6	Pancreas	2.657e+04
ENSG00000175535.6	Pancreas	3.007e+04
ENSG00000175535.6	Pancreas	2.912e+04
ENSG00000175535.6	Pancreas	1.852e+04
ENSG00000175535.6	Pancreas	5.188e+04
ENSG00000175535.6	Pancreas	7648
ENSG00000175535.6	Pancreas	5.041e+04
ENSG00000175535.6	Pancreas	5.794e+04
ENSG00000175535.6	Pancreas	9.519e+04
ENSG00000175535.6	Pancreas	7.669e+04
ENSG00000175535.6	Pancreas	2.988e+04
ENSG00000175535.6	Pancreas	8628
ENSG00000175535.6	Pancreas	3.318e+04
ENSG00000175535.6	Pancreas	6.232e+04
ENSG00000175535.6	Pancreas	2.024e+04
ENSG00000175535.6	Pancreas	3338
ENSG00000175535.6	Pancreas	6.96e+04
ENSG00000175535.6	Pancreas	4.894e+04
ENSG00000175535.6	Pancreas	2.388e+04
ENSG00000175535.6	Pancreas	3.23e+04
ENSG00000175535.6	Pancreas	7.269e+04
ENSG00000175535.6	Pancreas	3.676e+04
ENSG00000175535.6	Pancreas	5.857e+04
ENSG00000175535.6	Pancreas	3.691e+04
ENSG00000175535.6	Pancreas	2.586e+04
ENSG00000175535.6	Pancreas	3.584e+04
ENSG00000175535.6	Pancreas	2.784e+04
ENSG00000175535.6	Pancreas	3.298e+04
ENSG00000175535.6	Pancreas	3.382e+04
ENSG00000175535.6	Pancreas	1.658e+04
ENSG00000175535.6	Pancreas	8032
ENSG00000175535.6	Pancreas	4.111e+04
ENSG00000175535.6	Pancreas	7045
ENSG00000175535.6	Pancreas	8.781e+04
ENSG00000175535.6	Pancreas	1.504e+04
ENSG00000175535.6	Pancreas	1.662e+04
ENSG00000175535.6	Pancreas	2.173e+04
ENSG00000175535.6	Pancreas	5944
ENSG00000175535.6	Pancreas	5128
ENSG00000175535.6	Pancreas	5.284e+04
ENSG00000175535.6	Pancreas	8.738e+04
ENSG00000175535.6	Pancreas	9.463e+04
ENSG00000175535.6	Pancreas	3.89e+04
ENSG00000175535.6	Pancreas	1.61e+04
ENSG00000175535.6	Pancreas	2279
ENSG00000175535.6	Pancreas	1.639e+04
ENSG00000175535.6	Pancreas	5158
ENSG00000175535.6	Pancreas	1.404e+04
ENSG00000175535.6	Pancreas	712.2
ENSG00000175535.6	Pancreas	9699
ENSG00000175535.6	Pancreas	6.237e+04
ENSG00000175535.6	Pancreas	4.458e+04
ENSG00000175535.6	Pancreas	1.921e+04
ENSG00000175535.6	Pancreas	2.998e+04
ENSG00000175535.6	Pancreas	2.116e+04
ENSG00000175535.6	Pancreas	2.885e+04
ENSG00000175535.6	Pancreas	3.179e+04
ENSG00000175535.6	Pancreas	6731
ENSG00000175535.6	Pancreas	3.025e+04
ENSG00000175535.6	Pancreas	2.78e+04
ENSG00000175535.6	Pancreas	3.744e+04
ENSG00000175535.6	Pancreas	1.461e+04
ENSG00000175535.6	Pancreas	1.024e+04
ENSG00000175535.6	Pancreas	1.428e+04
ENSG00000175535.6	Pancreas	1.89e+04
ENSG00000175535.6	Pancreas	3.813e+04
ENSG00000175535.6	Pancreas	2.68e+04
ENSG00000175535.6	Pancreas	8.581e+04
ENSG00000175535.6	Pancreas	1.424e+04
ENSG00000175535.6	Pancreas	5873
ENSG00000175535.6	Pancreas	2821
ENSG00000175535.6	Pancreas	1.153e+04
ENSG00000175535.6	Pancreas	9.879e+04
ENSG00000175535.6	Pancreas	6.496e+04
ENSG00000175535.6	Pancreas	3.172e+04
ENSG00000175535.6	Pancreas	5.886e+04
ENSG00000175535.6	Pancreas	1.08e+04
ENSG00000175535.6	Pancreas	7.161e+04
ENSG00000175535.6	Pancreas	2677
ENSG00000175535.6	Pancreas	6.128e+04
ENSG00000175535.6	Pancreas	2.031e+04
ENSG00000175535.6	Pancreas	5.25e+04
ENSG00000175535.6	Pancreas	7.769e+04
ENSG00000175535.6	Pancreas	7366
ENSG00000175535.6	Pancreas	4.495e+04
ENSG00000175535.6	Pancreas	1.252e+04
ENSG00000175535.6	Pancreas	4.598e+04
ENSG00000175535.6	Pancreas	1.088e+04
ENSG00000175535.6	Pancreas	7.698e+04
ENSG00000175535.6	Pancreas	2620
ENSG00000175535.6	Pancreas	4679
ENSG00000175535.6	Pancreas	1.33e+04
ENSG00000175535.6	Pancreas	5.703e+04
ENSG00000175535.6	Pancreas	2.16e+04
ENSG00000175535.6	Pancreas	2.991e+04
ENSG00000175535.6	Pancreas	1.055e+05
ENSG00000175535.6	Pancreas	1.055e+04
ENSG00000175535.6	Pancreas	3.144e+04
ENSG00000175535.6	Pancreas	6.534e+04
ENSG00000175535.6	Pancreas	4.925e+04
ENSG00000175535.6	Pancreas	5618
ENSG00000175535.6	Pancreas	3.69e+04
ENSG00000175535.6	Pancreas	1.268e+04
ENSG00000175535.6	Pancreas	3.888e+04
ENSG00000175535.6	Pancreas	7.052e+04
ENSG00000175535.6	Pancreas	8169
ENSG00000175535.6	Pancreas	1.589e+04
ENSG00000175535.6	Pancreas	9.356e+04
ENSG00000175535.6	Pancreas	3.134e+04
ENSG00000175535.6	Pancreas	1.073e+04
ENSG00000175535.6	Pancreas	3713
ENSG00000175535.6	Pancreas	3.535e+04
ENSG00000175535.6	Pancreas	8.233e+04
ENSG00000175535.6	Pancreas	2.521e+04
ENSG00000175535.6	Pancreas	5.387e+04
ENSG00000175535.6	Pancreas	2.759e+04
ENSG00000175535.6	Pancreas	5.549e+04
ENSG00000175535.6	Pancreas	6.692e+04
ENSG00000175535.6	Pancreas	4.207e+04
ENSG00000175535.6	Pancreas	5.694e+04
ENSG00000175535.6	Pancreas	8174
ENSG00000175535.6	Pancreas	6.416e+04
ENSG00000175535.6	Pancreas	5.047e+04
ENSG00000175535.6	Pancreas	5621
ENSG00000175535.6	Pancreas	2.982e+04
ENSG00000175535.6	Pancreas	4.656e+04
ENSG00000175535.6	Pancreas	1.523e+04
ENSG00000175535.6	Pancreas	3.952e+04
ENSG00000175535.6	Pancreas	1.534e+04
ENSG00000175535.6	Pancreas	2.182e+04
ENSG00000175535.6	Pancreas	5.035e+04
ENSG00000175535.6	Pancreas	4.165e+04
ENSG00000175535.6	Pancreas	1.248e+04
ENSG00000175535.6	Pancreas	4.739e+04
ENSG00000175535.6	Pancreas	3.954e+04
ENSG00000175535.6	Pancreas	3.21e+04
ENSG00000175535.6	Pancreas	6122
ENSG00000175535.6	Pancreas	6745
ENSG00000175535.6	Pancreas	1.916e+04
ENSG00000175535.6	Pancreas	4.801e+04
ENSG00000175535.6	Pancreas	2.118e+04
ENSG00000175535.6	Pancreas	1.629e+04
ENSG00000175535.6	Pancreas	3.464e+04
ENSG00000175535.6	Pancreas	5.854e+04
ENSG00000175535.6	Pancreas	7.43e+04
ENSG00000175535.6	Pancreas	6375
ENSG00000175535.6	Pancreas	733.9
ENSG00000175535.6	Pancreas	1.243e+04
ENSG00000175535.6	Pancreas	714.9
ENSG00000175535.6	Pancreas	4.452e+04
ENSG00000175535.6	Pancreas	1.381e+04
ENSG00000175535.6	Pancreas	1.365e+04
ENSG00000175535.6	Pancreas	2.45e+04
ENSG00000175535.6	Pancreas	243.3
ENSG00000175535.6	Pancreas	5.623e+04
ENSG00000175535.6	Pancreas	4.934e+04
