gene_id	tissue	expression
ENSG00000172179.11	Pituitary	5.084e+04
ENSG00000172179.11	Pituitary	3.745e+04
ENSG00000172179.11	Pituitary	9.581e+04
ENSG00000172179.11	Pituitary	3.439e+04
ENSG00000172179.11	Pituitary	7.349e+04
ENSG00000172179.11	Pituitary	1.283e+04
ENSG00000172179.11	Pituitary	7.64e+04
ENSG00000172179.11	Pituitary	3.88e+04
ENSG00000172179.11	Pituitary	8.543e+04
ENSG00000172179.11	Pituitary	7.792e+04
ENSG00000172179.11	Pituitary	1.085e+05
ENSG00000172179.11	Pituitary	1.251e+05
ENSG00000172179.11	Pituitary	6.601e+04
ENSG00000172179.11	Pituitary	4.076e+04
ENSG00000172179.11	Pituitary	8.188e+04
ENSG00000172179.11	Pituitary	9.471e+04
ENSG00000172179.11	Pituitary	6.1e+04
ENSG00000172179.11	Pituitary	4.552e+04
ENSG00000172179.11	Pituitary	4.956e+04
ENSG00000172179.11	Pituitary	8.674e+04
ENSG00000172179.11	Pituitary	5.118e+04
ENSG00000172179.11	Pituitary	4.23e+04
ENSG00000172179.11	Pituitary	1.776e+04
ENSG00000172179.11	Pituitary	685.9
ENSG00000172179.11	Pituitary	6.785e+04
ENSG00000172179.11	Pituitary	1.354e+04
ENSG00000172179.11	Pituitary	1.039e+05
ENSG00000172179.11	Pituitary	2400
ENSG00000172179.11	Pituitary	9.664e+04
ENSG00000172179.11	Pituitary	5.978e+04
ENSG00000172179.11	Pituitary	3.201e+04
ENSG00000172179.11	Pituitary	2.052e+05
ENSG00000172179.11	Pituitary	2.593e+04
ENSG00000172179.11	Pituitary	2.24e+04
ENSG00000172179.11	Pituitary	5.699e+04
ENSG00000172179.11	Pituitary	4.75e+04
ENSG00000172179.11	Pituitary	1.228e+05
ENSG00000172179.11	Pituitary	3.407e+04
ENSG00000172179.11	Pituitary	4.401e+04
ENSG00000172179.11	Pituitary	9.765e+04
ENSG00000172179.11	Pituitary	2.222e+05
ENSG00000172179.11	Pituitary	1.056e+05
ENSG00000172179.11	Pituitary	7.025e+04
ENSG00000172179.11	Pituitary	1.569e+04
ENSG00000172179.11	Pituitary	4.776e+04
ENSG00000172179.11	Pituitary	6.172e+04
ENSG00000172179.11	Pituitary	7.506e+04
ENSG00000172179.11	Pituitary	3.322e+04
ENSG00000172179.11	Pituitary	1.083e+05
ENSG00000172179.11	Pituitary	8.863e+04
ENSG00000172179.11	Pituitary	1.496e+05
ENSG00000172179.11	Pituitary	4.41e+04
ENSG00000172179.11	Pituitary	3.451e+04
ENSG00000172179.11	Pituitary	7332
ENSG00000172179.11	Pituitary	1.223e+05
ENSG00000172179.11	Pituitary	5.509e+04
ENSG00000172179.11	Pituitary	8.085e+04
ENSG00000172179.11	Pituitary	5.533e+04
ENSG00000172179.11	Pituitary	2.899e+04
ENSG00000172179.11	Pituitary	1.665e+05
ENSG00000172179.11	Pituitary	7.695e+04
ENSG00000172179.11	Pituitary	0
ENSG00000172179.11	Pituitary	3.847e+04
ENSG00000172179.11	Pituitary	1.963e+05
ENSG00000172179.11	Pituitary	2.176e+04
ENSG00000172179.11	Pituitary	6.621e+04
ENSG00000172179.11	Pituitary	9.795e+04
ENSG00000172179.11	Pituitary	6.829e+04
ENSG00000172179.11	Pituitary	4.978e+04
ENSG00000172179.11	Pituitary	1.017e+05
ENSG00000172179.11	Pituitary	4.346e+04
ENSG00000172179.11	Pituitary	4.519e+04
ENSG00000172179.11	Pituitary	7.61e+04
ENSG00000172179.11	Pituitary	7.561e+04
ENSG00000172179.11	Pituitary	2.801e+04
ENSG00000172179.11	Pituitary	3.265e+04
ENSG00000172179.11	Pituitary	4.306e+04
ENSG00000172179.11	Pituitary	1.248e+05
ENSG00000172179.11	Pituitary	8.02e+04
ENSG00000172179.11	Pituitary	2.569e+04
ENSG00000172179.11	Pituitary	6.003e+04
ENSG00000172179.11	Pituitary	6.911e+04
ENSG00000172179.11	Pituitary	1.861e+04
ENSG00000172179.11	Pituitary	1.132e+05
ENSG00000172179.11	Pituitary	1.257e+05
ENSG00000172179.11	Pituitary	5.911e+04
ENSG00000172179.11	Pituitary	8.646e+04
ENSG00000172179.11	Pituitary	5.462e+04
ENSG00000172179.11	Pituitary	2.903e+04
ENSG00000172179.11	Pituitary	8367
ENSG00000172179.11	Pituitary	7.723e+04
ENSG00000172179.11	Pituitary	8707
ENSG00000172179.11	Pituitary	8.952e+04
ENSG00000137392.9	Pancreas	6.087e+04
ENSG00000137392.9	Pancreas	8.157e+04
ENSG00000137392.9	Pancreas	8.012e+04
ENSG00000137392.9	Pancreas	1.342e+04
ENSG00000137392.9	Pancreas	5.391e+04
ENSG00000137392.9	Pancreas	3.541e+04
ENSG00000137392.9	Pancreas	4.637e+04
ENSG00000137392.9	Pancreas	9.535e+04
ENSG00000137392.9	Pancreas	7.685e+04
ENSG00000137392.9	Pancreas	2.79e+04
ENSG00000137392.9	Pancreas	8.054e+04
ENSG00000137392.9	Pancreas	7.548e+04
ENSG00000137392.9	Pancreas	2.866e+04
ENSG00000137392.9	Pancreas	3.914e+04
ENSG00000137392.9	Pancreas	7.216e+04
ENSG00000137392.9	Pancreas	1.046e+05
ENSG00000137392.9	Pancreas	5.822e+04
ENSG00000137392.9	Pancreas	7.223e+04
ENSG00000137392.9	Pancreas	1.03e+05
ENSG00000137392.9	Pancreas	9.208e+04
ENSG00000137392.9	Pancreas	5.61e+04
ENSG00000137392.9	Pancreas	4.701e+04
ENSG00000137392.9	Pancreas	2.66e+04
ENSG00000137392.9	Pancreas	3.351e+04
ENSG00000137392.9	Pancreas	6.767e+04
ENSG00000137392.9	Pancreas	4.63e+04
ENSG00000137392.9	Pancreas	2.762e+04
ENSG00000137392.9	Pancreas	3.374e+04
ENSG00000137392.9	Pancreas	2.198e+04
ENSG00000137392.9	Pancreas	6.319e+04
ENSG00000137392.9	Pancreas	2.504e+04
ENSG00000137392.9	Pancreas	2.808e+04
ENSG00000137392.9	Pancreas	1.03e+04
ENSG00000137392.9	Pancreas	1.975e+04
ENSG00000137392.9	Pancreas	4.955e+04
ENSG00000137392.9	Pancreas	4.66e+04
ENSG00000137392.9	Pancreas	5.516e+04
ENSG00000137392.9	Pancreas	3.937e+04
ENSG00000137392.9	Pancreas	2.749e+04
ENSG00000137392.9	Pancreas	1.351e+04
ENSG00000137392.9	Pancreas	4.791e+04
ENSG00000137392.9	Pancreas	3.959e+04
ENSG00000137392.9	Pancreas	7.925e+04
ENSG00000137392.9	Pancreas	3.71e+04
ENSG00000137392.9	Pancreas	6.811e+04
ENSG00000137392.9	Pancreas	1.1e+05
ENSG00000137392.9	Pancreas	2.685e+04
ENSG00000137392.9	Pancreas	3.629e+04
ENSG00000137392.9	Pancreas	2.295e+04
ENSG00000137392.9	Pancreas	5.525e+04
ENSG00000137392.9	Pancreas	2.661e+04
ENSG00000137392.9	Pancreas	4953
ENSG00000137392.9	Pancreas	2.532e+04
ENSG00000137392.9	Pancreas	2.894e+04
ENSG00000137392.9	Pancreas	6.127e+04
ENSG00000137392.9	Pancreas	2.141e+04
ENSG00000137392.9	Pancreas	5.12e+04
ENSG00000137392.9	Pancreas	2.982e+04
ENSG00000137392.9	Pancreas	7.427e+04
ENSG00000137392.9	Pancreas	1.057e+05
ENSG00000137392.9	Pancreas	2.399e+04
ENSG00000137392.9	Pancreas	4.221e+04
ENSG00000137392.9	Pancreas	1.404e+04
ENSG00000137392.9	Pancreas	4.668e+04
ENSG00000137392.9	Pancreas	6.345e+04
ENSG00000137392.9	Pancreas	5.217e+04
ENSG00000137392.9	Pancreas	8.451e+04
ENSG00000137392.9	Pancreas	4.182e+04
ENSG00000137392.9	Pancreas	1.796e+04
ENSG00000137392.9	Pancreas	6.383e+04
ENSG00000137392.9	Pancreas	4.072e+04
ENSG00000137392.9	Pancreas	5.891e+04
ENSG00000137392.9	Pancreas	5.622e+04
ENSG00000137392.9	Pancreas	5.04e+04
ENSG00000137392.9	Pancreas	1.075e+05
ENSG00000137392.9	Pancreas	6.14e+04
ENSG00000137392.9	Pancreas	2.782e+04
ENSG00000137392.9	Pancreas	1.842e+04
ENSG00000137392.9	Pancreas	6.014e+04
ENSG00000137392.9	Pancreas	5.063e+04
ENSG00000137392.9	Pancreas	3e+04
ENSG00000137392.9	Pancreas	2.126e+04
ENSG00000137392.9	Pancreas	6.505e+04
ENSG00000137392.9	Pancreas	1.37e+05
ENSG00000137392.9	Pancreas	4.819e+04
ENSG00000137392.9	Pancreas	2.305e+04
ENSG00000137392.9	Pancreas	4.517e+04
ENSG00000137392.9	Pancreas	3.894e+04
ENSG00000137392.9	Pancreas	1.623e+04
ENSG00000137392.9	Pancreas	5.339e+04
ENSG00000137392.9	Pancreas	2.202e+04
ENSG00000137392.9	Pancreas	7.115e+04
ENSG00000137392.9	Pancreas	1.415e+04
ENSG00000137392.9	Pancreas	3.925e+04
ENSG00000137392.9	Pancreas	2.411e+04
ENSG00000137392.9	Pancreas	8288
ENSG00000137392.9	Pancreas	9.767e+04
ENSG00000137392.9	Pancreas	3.674e+04
ENSG00000137392.9	Pancreas	5.43e+04
ENSG00000137392.9	Pancreas	6.041e+04
ENSG00000137392.9	Pancreas	4.706e+04
ENSG00000137392.9	Pancreas	4.336e+04
ENSG00000137392.9	Pancreas	4.713e+04
ENSG00000137392.9	Pancreas	4.146e+04
ENSG00000137392.9	Pancreas	2.06e+04
ENSG00000137392.9	Pancreas	2.035e+04
ENSG00000137392.9	Pancreas	1.39e+05
ENSG00000137392.9	Pancreas	1.022e+05
ENSG00000137392.9	Pancreas	3.022e+04
ENSG00000137392.9	Pancreas	1.152e+04
ENSG00000137392.9	Pancreas	5.157e+04
ENSG00000137392.9	Pancreas	4.553e+04
ENSG00000137392.9	Pancreas	1.91e+04
ENSG00000137392.9	Pancreas	2.103e+04
ENSG00000137392.9	Pancreas	4.005e+04
ENSG00000137392.9	Pancreas	2.341e+04
ENSG00000137392.9	Pancreas	4.746e+04
ENSG00000137392.9	Pancreas	7.036e+04
ENSG00000137392.9	Pancreas	4.127e+04
ENSG00000137392.9	Pancreas	1.015e+04
ENSG00000137392.9	Pancreas	4.647e+04
ENSG00000137392.9	Pancreas	5.551e+04
ENSG00000137392.9	Pancreas	6.522e+04
ENSG00000137392.9	Pancreas	7.551e+04
ENSG00000137392.9	Pancreas	4.644e+04
ENSG00000137392.9	Pancreas	1.919e+04
ENSG00000137392.9	Pancreas	2.768e+04
ENSG00000137392.9	Pancreas	5.272e+04
ENSG00000137392.9	Pancreas	5.058e+04
ENSG00000137392.9	Pancreas	2.414e+04
ENSG00000137392.9	Pancreas	9.299e+04
ENSG00000137392.9	Pancreas	7.012e+04
ENSG00000137392.9	Pancreas	7.184e+04
ENSG00000137392.9	Pancreas	4.138e+04
ENSG00000137392.9	Pancreas	2.494e+04
ENSG00000137392.9	Pancreas	2.315e+04
ENSG00000137392.9	Pancreas	8.171e+04
ENSG00000137392.9	Pancreas	2.793e+04
ENSG00000137392.9	Pancreas	2.625e+04
ENSG00000137392.9	Pancreas	2.18e+04
ENSG00000137392.9	Pancreas	5.187e+04
ENSG00000137392.9	Pancreas	4.865e+04
ENSG00000137392.9	Pancreas	3.152e+04
ENSG00000137392.9	Pancreas	4.154e+04
ENSG00000137392.9	Pancreas	2.307e+04
ENSG00000137392.9	Pancreas	4.265e+04
ENSG00000137392.9	Pancreas	4.471e+04
ENSG00000137392.9	Pancreas	8.628e+04
ENSG00000137392.9	Pancreas	3.279e+04
ENSG00000137392.9	Pancreas	1.324e+04
ENSG00000137392.9	Pancreas	4.46e+04
ENSG00000137392.9	Pancreas	3.418e+04
ENSG00000137392.9	Pancreas	1.497e+04
ENSG00000137392.9	Pancreas	3.521e+04
ENSG00000137392.9	Pancreas	7.548e+04
ENSG00000137392.9	Pancreas	8.867e+04
ENSG00000137392.9	Pancreas	4.483e+04
ENSG00000137392.9	Pancreas	1.304e+04
ENSG00000137392.9	Pancreas	1.677e+04
ENSG00000137392.9	Pancreas	4.119e+04
ENSG00000137392.9	Pancreas	2.496e+04
ENSG00000137392.9	Pancreas	6.119e+04
ENSG00000137392.9	Pancreas	1.077e+04
ENSG00000137392.9	Pancreas	3.279e+04
ENSG00000137392.9	Pancreas	3.149e+04
ENSG00000137392.9	Pancreas	4.48e+04
ENSG00000137392.9	Pancreas	2.209e+04
ENSG00000137392.9	Pancreas	7.065e+04
ENSG00000137392.9	Pancreas	4.664e+04
ENSG00000137392.9	Pancreas	3.381e+04
ENSG00000137392.9	Pancreas	9.896e+04
ENSG00000137392.9	Pancreas	4.457e+04
ENSG00000137392.9	Pancreas	4.445e+04
ENSG00000137392.9	Pancreas	2.553e+04
ENSG00000137392.9	Pancreas	5.188e+04
ENSG00000137392.9	Pancreas	3.573e+04
ENSG00000137392.9	Pancreas	1.524e+04
ENSG00000137392.9	Pancreas	2.238e+04
ENSG00000137392.9	Pancreas	7.115e+04
ENSG00000137392.9	Pancreas	4.258e+04
ENSG00000137392.9	Pancreas	2.567e+04
ENSG00000137392.9	Pancreas	3.655e+04
ENSG00000137392.9	Pancreas	6.445e+04
ENSG00000137392.9	Pancreas	4.873e+04
ENSG00000137392.9	Pancreas	1.354e+04
ENSG00000137392.9	Pancreas	2.396e+04
ENSG00000137392.9	Pancreas	8.245e+04
ENSG00000137392.9	Pancreas	8.65e+04
ENSG00000137392.9	Pancreas	2.927e+04
ENSG00000137392.9	Pancreas	4.632e+04
ENSG00000137392.9	Pancreas	1.961e+04
ENSG00000137392.9	Pancreas	8.414e+04
ENSG00000137392.9	Pancreas	9841
ENSG00000137392.9	Pancreas	2.8e+04
ENSG00000137392.9	Pancreas	7.434e+04
ENSG00000137392.9	Pancreas	3.592e+04
ENSG00000137392.9	Pancreas	9.806e+04
ENSG00000137392.9	Pancreas	4.178e+04
ENSG00000137392.9	Pancreas	2.097e+04
ENSG00000137392.9	Pancreas	3.559e+04
ENSG00000137392.9	Pancreas	4.711e+04
ENSG00000137392.9	Pancreas	1.592e+04
ENSG00000137392.9	Pancreas	4.514e+04
ENSG00000137392.9	Pancreas	2.8e+04
ENSG00000137392.9	Pancreas	7179
ENSG00000137392.9	Pancreas	4.208e+04
ENSG00000137392.9	Pancreas	5.67e+04
ENSG00000137392.9	Pancreas	1.561e+04
ENSG00000137392.9	Pancreas	2.746e+04
ENSG00000137392.9	Pancreas	6.78e+04
ENSG00000137392.9	Pancreas	2.832e+04
ENSG00000137392.9	Pancreas	5.859e+04
ENSG00000137392.9	Pancreas	7.419e+04
ENSG00000137392.9	Pancreas	6.346e+04
ENSG00000137392.9	Pancreas	2.239e+04
ENSG00000137392.9	Pancreas	4.161e+04
ENSG00000137392.9	Pancreas	1.961e+04
ENSG00000137392.9	Pancreas	5.759e+04
ENSG00000137392.9	Pancreas	1.014e+05
ENSG00000137392.9	Pancreas	1.618e+04
ENSG00000137392.9	Pancreas	2.008e+04
ENSG00000137392.9	Pancreas	8.161e+04
ENSG00000137392.9	Pancreas	2.331e+04
ENSG00000137392.9	Pancreas	2.502e+04
ENSG00000137392.9	Pancreas	9693
ENSG00000137392.9	Pancreas	4.107e+04
ENSG00000137392.9	Pancreas	7.436e+04
ENSG00000137392.9	Pancreas	5.156e+04
ENSG00000137392.9	Pancreas	9.898e+04
ENSG00000137392.9	Pancreas	5.604e+04
ENSG00000137392.9	Pancreas	6.614e+04
ENSG00000137392.9	Pancreas	5.632e+04
ENSG00000137392.9	Pancreas	5.908e+04
ENSG00000137392.9	Pancreas	4.372e+04
ENSG00000137392.9	Pancreas	4.122e+04
ENSG00000137392.9	Pancreas	3.979e+04
ENSG00000137392.9	Pancreas	5.223e+04
ENSG00000137392.9	Pancreas	2.035e+04
ENSG00000137392.9	Pancreas	3.676e+04
ENSG00000137392.9	Pancreas	3.749e+04
ENSG00000137392.9	Pancreas	5.11e+04
ENSG00000137392.9	Pancreas	4.229e+04
ENSG00000137392.9	Pancreas	4.456e+04
ENSG00000137392.9	Pancreas	4.27e+04
ENSG00000137392.9	Pancreas	3.175e+04
ENSG00000137392.9	Pancreas	4.837e+04
ENSG00000137392.9	Pancreas	3.398e+04
ENSG00000137392.9	Pancreas	5.364e+04
ENSG00000137392.9	Pancreas	2.553e+04
ENSG00000137392.9	Pancreas	6e+04
ENSG00000137392.9	Pancreas	5.53e+04
ENSG00000137392.9	Pancreas	1.915e+04
ENSG00000137392.9	Pancreas	6.584e+04
ENSG00000137392.9	Pancreas	4.546e+04
ENSG00000137392.9	Pancreas	3.478e+04
ENSG00000137392.9	Pancreas	2.173e+04
ENSG00000137392.9	Pancreas	6.612e+04
ENSG00000137392.9	Pancreas	3.992e+04
ENSG00000137392.9	Pancreas	4.62e+04
ENSG00000137392.9	Pancreas	4.385e+04
ENSG00000137392.9	Pancreas	9618
ENSG00000137392.9	Pancreas	3.267e+04
ENSG00000137392.9	Pancreas	1.237e+04
ENSG00000137392.9	Pancreas	5.512e+04
ENSG00000137392.9	Pancreas	4.041e+04
ENSG00000137392.9	Pancreas	1.389e+04
ENSG00000137392.9	Pancreas	4.167e+04
ENSG00000137392.9	Pancreas	1.268e+04
ENSG00000137392.9	Pancreas	4.134e+04
ENSG00000137392.9	Pancreas	1.087e+05
ENSG00000137392.9	Pancreas	6.869e+04
ENSG00000137392.9	Pancreas	1.372e+04
ENSG00000137392.9	Pancreas	2.272e+04
ENSG00000137392.9	Pancreas	8.065e+04
ENSG00000137392.9	Pancreas	7.465e+04
ENSG00000137392.9	Pancreas	4.374e+04
ENSG00000137392.9	Pancreas	4.882e+04
ENSG00000137392.9	Pancreas	2.104e+04
ENSG00000137392.9	Pancreas	4.026e+04
ENSG00000137392.9	Pancreas	4.768e+04
ENSG00000137392.9	Pancreas	4.127e+04
ENSG00000137392.9	Pancreas	2.754e+04
ENSG00000137392.9	Pancreas	8.316e+04
ENSG00000137392.9	Pancreas	1.072e+05
ENSG00000137392.9	Pancreas	5.231e+04
ENSG00000137392.9	Pancreas	4.54e+04
ENSG00000137392.9	Pancreas	5.758e+04
ENSG00000137392.9	Pancreas	5.289e+04
ENSG00000137392.9	Pancreas	3.026e+04
ENSG00000137392.9	Pancreas	1.902e+04
ENSG00000137392.9	Pancreas	4.875e+04
ENSG00000137392.9	Pancreas	6.288e+04
ENSG00000137392.9	Pancreas	6.982e+04
ENSG00000137392.9	Pancreas	3.331e+04
ENSG00000137392.9	Pancreas	6068
ENSG00000137392.9	Pancreas	2.194e+04
ENSG00000137392.9	Pancreas	1.095e+05
ENSG00000137392.9	Pancreas	3.373e+04
ENSG00000137392.9	Pancreas	2.798e+04
ENSG00000137392.9	Pancreas	8.874e+04
ENSG00000137392.9	Pancreas	6.29e+04
ENSG00000137392.9	Pancreas	5.124e+04
ENSG00000137392.9	Pancreas	3.447e+04
ENSG00000137392.9	Pancreas	8.396e+04
ENSG00000137392.9	Pancreas	2.192e+04
ENSG00000137392.9	Pancreas	5.146e+04
ENSG00000137392.9	Pancreas	5.749e+04
ENSG00000137392.9	Pancreas	4.414e+04
ENSG00000137392.9	Pancreas	4.129e+04
ENSG00000137392.9	Pancreas	4.712e+04
ENSG00000137392.9	Pancreas	3.527e+04
ENSG00000137392.9	Pancreas	4.959e+04
ENSG00000137392.9	Pancreas	5.432e+04
ENSG00000137392.9	Pancreas	1.938e+04
ENSG00000137392.9	Pancreas	5.508e+04
ENSG00000137392.9	Pancreas	4.056e+04
ENSG00000137392.9	Pancreas	7.37e+04
ENSG00000137392.9	Pancreas	5.985e+04
ENSG00000137392.9	Pancreas	3.279e+04
ENSG00000137392.9	Pancreas	5.992e+04
ENSG00000137392.9	Pancreas	4.188e+04
ENSG00000137392.9	Pancreas	4.863e+04
ENSG00000137392.9	Pancreas	2.886e+04
ENSG00000137392.9	Pancreas	4.347e+04
ENSG00000137392.9	Pancreas	8425
ENSG00000137392.9	Pancreas	3.819e+04
ENSG00000137392.9	Pancreas	5.992e+04
ENSG00000137392.9	Pancreas	4.312e+04
ENSG00000135346.8	Pituitary	4622
ENSG00000135346.8	Pituitary	1.712e+04
ENSG00000135346.8	Pituitary	5967
ENSG00000135346.8	Pituitary	3901
ENSG00000135346.8	Pituitary	7236
ENSG00000135346.8	Pituitary	770.4
ENSG00000135346.8	Pituitary	4192
ENSG00000135346.8	Pituitary	3897
ENSG00000135346.8	Pituitary	5086
ENSG00000135346.8	Pituitary	3132
ENSG00000135346.8	Pituitary	8730
ENSG00000135346.8	Pituitary	1516
ENSG00000135346.8	Pituitary	946
ENSG00000135346.8	Pituitary	1802
ENSG00000135346.8	Pituitary	4296
ENSG00000135346.8	Pituitary	6541
ENSG00000135346.8	Pituitary	3069
ENSG00000135346.8	Pituitary	4777
ENSG00000135346.8	Pituitary	1.519e+04
ENSG00000135346.8	Pituitary	1891
ENSG00000135346.8	Pituitary	4252
ENSG00000135346.8	Pituitary	8374
ENSG00000135346.8	Pituitary	3936
ENSG00000135346.8	Pituitary	7891
ENSG00000135346.8	Pituitary	3966
ENSG00000135346.8	Pituitary	5013
ENSG00000135346.8	Pituitary	1346
ENSG00000135346.8	Pituitary	2335
ENSG00000135346.8	Pituitary	70.58
ENSG00000135346.8	Pituitary	9156
ENSG00000135346.8	Pituitary	5162
ENSG00000135346.8	Pituitary	428.4
ENSG00000135346.8	Pituitary	2362
ENSG00000135346.8	Pituitary	3242
ENSG00000135346.8	Pituitary	1882
ENSG00000135346.8	Pituitary	7553
ENSG00000135346.8	Pituitary	2.42e+04
ENSG00000135346.8	Pituitary	3324
ENSG00000135346.8	Pituitary	4924
ENSG00000135346.8	Pituitary	2.269e+04
ENSG00000135346.8	Pituitary	1220
ENSG00000135346.8	Pituitary	8719
ENSG00000135346.8	Pituitary	3990
ENSG00000135346.8	Pituitary	638
ENSG00000135346.8	Pituitary	5535
ENSG00000135346.8	Pituitary	3981
ENSG00000135346.8	Pituitary	3048
ENSG00000135346.8	Pituitary	1.47e+04
ENSG00000135346.8	Pituitary	1.214e+04
ENSG00000135346.8	Pituitary	1.782e+04
ENSG00000135346.8	Pituitary	1.164e+04
ENSG00000135346.8	Pituitary	1706
ENSG00000135346.8	Pituitary	1.024e+04
ENSG00000135346.8	Pituitary	8503
ENSG00000135346.8	Pituitary	3913
ENSG00000135346.8	Pituitary	3191
ENSG00000135346.8	Pituitary	2376
ENSG00000135346.8	Pituitary	31.06
ENSG00000135346.8	Pituitary	1885
ENSG00000135346.8	Pituitary	3248
ENSG00000135346.8	Pituitary	3479
ENSG00000135346.8	Pituitary	4893
ENSG00000135346.8	Pituitary	3066
ENSG00000135346.8	Pituitary	7197
ENSG00000135346.8	Pituitary	1883
ENSG00000135346.8	Pituitary	4754
ENSG00000135346.8	Pituitary	483.6
ENSG00000135346.8	Pituitary	24.07
ENSG00000135346.8	Pituitary	4675
ENSG00000135346.8	Pituitary	881.7
ENSG00000135346.8	Pituitary	9805
ENSG00000135346.8	Pituitary	3544
ENSG00000135346.8	Pituitary	527
ENSG00000135346.8	Pituitary	427.5
ENSG00000135346.8	Pituitary	4735
ENSG00000135346.8	Pituitary	5837
ENSG00000135346.8	Pituitary	2761
ENSG00000135346.8	Pituitary	4558
ENSG00000135346.8	Pituitary	9163
ENSG00000135346.8	Pituitary	6082
ENSG00000135346.8	Pituitary	2612
ENSG00000135346.8	Pituitary	1046
ENSG00000135346.8	Pituitary	1887
ENSG00000135346.8	Pituitary	3864
ENSG00000135346.8	Pituitary	4966
ENSG00000135346.8	Pituitary	2526
ENSG00000135346.8	Pituitary	1470
ENSG00000135346.8	Pituitary	1.4e+04
ENSG00000135346.8	Pituitary	6683
ENSG00000135346.8	Pituitary	3776
ENSG00000135346.8	Pituitary	1927
ENSG00000135346.8	Pituitary	442.1
ENSG00000135346.8	Pituitary	4245
ENSG00000135346.8	Pituitary	2015
ENSG00000135346.8	Pituitary	1210
ENSG00000135346.8	Pituitary	1.143e+04
ENSG00000135346.8	Pituitary	7844
ENSG00000135346.8	Pituitary	5976
ENSG00000135346.8	Pituitary	505.2
ENSG00000135346.8	Pituitary	1597
ENSG00000135346.8	Pituitary	8608
ENSG00000135346.8	Pituitary	6748
ENSG00000135346.8	Pituitary	4332
ENSG00000135346.8	Pituitary	1596
ENSG00000135346.8	Pituitary	3233
ENSG00000135346.8	Pituitary	35.16
ENSG00000135346.8	Pituitary	1.098e+04
ENSG00000135346.8	Pituitary	225.6
ENSG00000135346.8	Pituitary	8395
ENSG00000135346.8	Pituitary	1.16e+04
ENSG00000135346.8	Pituitary	509.5
ENSG00000135346.8	Pituitary	4335
ENSG00000135346.8	Pituitary	1212
ENSG00000135346.8	Pituitary	2179
ENSG00000135346.8	Pituitary	6626
ENSG00000135346.8	Pituitary	3303
ENSG00000135346.8	Pituitary	2860
ENSG00000135346.8	Pituitary	1659
ENSG00000135346.8	Pituitary	5201
ENSG00000135346.8	Pituitary	8425
ENSG00000135346.8	Pituitary	7659
ENSG00000135346.8	Pituitary	2113
ENSG00000135346.8	Pituitary	217.4
ENSG00000135346.8	Pituitary	7175
ENSG00000135346.8	Pituitary	3451
ENSG00000135346.8	Pituitary	8887
ENSG00000135346.8	Pituitary	646.6
ENSG00000135346.8	Pituitary	3307
ENSG00000135346.8	Pituitary	3746
ENSG00000135346.8	Pituitary	225.4
ENSG00000135346.8	Pituitary	274.5
ENSG00000135346.8	Pituitary	2024
ENSG00000135346.8	Pituitary	1.849e+04
ENSG00000135346.8	Pituitary	4437
ENSG00000135346.8	Pituitary	4007
ENSG00000135346.8	Pituitary	477.2
ENSG00000135346.8	Pituitary	8555
ENSG00000135346.8	Pituitary	5329
ENSG00000135346.8	Pituitary	1053
ENSG00000135346.8	Pituitary	7010
ENSG00000135346.8	Pituitary	629.6
ENSG00000135346.8	Pituitary	220.4
ENSG00000135346.8	Pituitary	12.56
ENSG00000135346.8	Pituitary	2952
ENSG00000135346.8	Pituitary	1.03e+04
ENSG00000135346.8	Pituitary	8566
ENSG00000135346.8	Pituitary	1994
ENSG00000135346.8	Pituitary	10.54
ENSG00000135346.8	Pituitary	2672
ENSG00000135346.8	Pituitary	7464
ENSG00000135346.8	Pituitary	5522
ENSG00000135346.8	Pituitary	1179
ENSG00000135346.8	Pituitary	240.1
ENSG00000135346.8	Pituitary	5538
ENSG00000135346.8	Pituitary	7279
ENSG00000135346.8	Pituitary	3743
ENSG00000135346.8	Pituitary	838.6
ENSG00000135346.8	Pituitary	59.41
ENSG00000135346.8	Pituitary	8407
ENSG00000135346.8	Pituitary	4175
ENSG00000135346.8	Pituitary	3181
ENSG00000135346.8	Pituitary	1058
ENSG00000135346.8	Pituitary	2685
ENSG00000135346.8	Pituitary	1073
ENSG00000135346.8	Pituitary	3972
ENSG00000135346.8	Pituitary	4219
ENSG00000135346.8	Pituitary	6160
ENSG00000135346.8	Pituitary	2267
ENSG00000135346.8	Pituitary	2950
ENSG00000135346.8	Pituitary	7369
ENSG00000135346.8	Pituitary	1803
ENSG00000135346.8	Pituitary	1150
ENSG00000135346.8	Pituitary	121.7
ENSG00000135346.8	Pituitary	753.9
ENSG00000135346.8	Pituitary	1207
ENSG00000135346.8	Pituitary	1183
ENSG00000135346.8	Pituitary	6213
ENSG00000135346.8	Pituitary	4295
ENSG00000135346.8	Pituitary	9411
ENSG00000135346.8	Pituitary	5513
ENSG00000135346.8	Pituitary	2020
ENSG00000135346.8	Pituitary	7763
ENSG00000135346.8	Pituitary	1457
ENSG00000135346.8	Pituitary	1.221
ENSG00000135346.8	Pituitary	6092
ENSG00000135346.8	Pituitary	1293
ENSG00000135346.8	Pituitary	762.9
ENSG00000135346.8	Pituitary	1984
ENSG00000135346.8	Pituitary	4591
ENSG00000135346.8	Pituitary	4117
ENSG00000135346.8	Pituitary	3658
ENSG00000135346.8	Pituitary	2459
